run_id,prompt_id,variant_id,engine,domain,normalized_url,source_type,cited,mentioned,position,notes
"Z0-E01-B-COPILOT","E01","B","Copilot","www.einforma.com","https://www.einforma.com/informacion-empresa/asesoramiento-integral-seguros-boadilla","other","yes","yes","5","External source supplied in capture; not investigated or enriched."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/","first_party","yes","yes","1","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/sobre-nosotros","first_party","yes","yes","2","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","www.linkedin.com","https://www.linkedin.com/company/valent%C3%ADn-proteccion-integral","other","yes","yes","3","External entity source supplied in capture."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/como-te-ayudamos","first_party","yes","yes","4","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/seguros/salud-individual","first_party","yes","yes","5","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","www.valentinproteccionintegral.com","https://www.valentinproteccionintegral.com/seguros/salud-extranjeros","first_party","yes","yes","6","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/autonomos","first_party","yes","yes","7","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/seguros/accidentes-decesos","first_party","yes","yes","8","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","www.valentinproteccionintegral.com","https://www.valentinproteccionintegral.com/seguros/decesos","first_party","yes","yes","9","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","www.valentinproteccionintegral.com","https://www.valentinproteccionintegral.com/seguros/mascotas","first_party","yes","yes","10","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/empresas","first_party","yes","yes","11","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/en/business","first_party","yes","yes","12","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/empresas/ciberseguridad","first_party","yes","yes","13","Observed inline source."
"Z0-E01-B-PERPLEXITY","E01","B","Perplexity","www.todoenlaces.com","https://www.todoenlaces.com/valentin-proteccion-integral/","other","yes","yes","14","External entity source supplied in capture."
"Z0-E02-A-CHATGPT","E02","A","ChatGPT","valentinproteccionintegral.com","https://valentinproteccionintegral.com/aviso-legal","first_party","yes","yes","1","Observed first-turn VPI source."
"Z0-E02-A-CHATGPT","E02","A","ChatGPT","valentinproteccionintegral.com","https://valentinproteccionintegral.com/sobre-nosotros","first_party","yes","yes","2","Observed first-turn VPI source."
"Z0-E02-A-GOOGLE","E02","A","Google","valentinproteccionintegral.com","https://valentinproteccionintegral.com/","first_party","yes","yes","1","Observed source supplied in response; registration identifier retained only as engine-observed claim."
"Z0-E02-A-GOOGLE","E02","A","Google","valentinproteccionintegral.com","https://valentinproteccionintegral.com/sobre-nosotros","first_party","yes","yes","2","Observed source supplied in response; registration identifier retained only as engine-observed claim."
"Z0-E02-A-GOOGLE","E02","A","Google","valentinproteccionintegral.com","https://valentinproteccionintegral.com/zonas","first_party","yes","yes","3","Observed source supplied in response; registration identifier retained only as engine-observed claim."
"Z0-E02-A-COPILOT","E02","A","Copilot","unknown","unknown","unknown","unknown","unknown","unknown","Observed source identity in Copilot response without captured destination URL: SegurCaixa Adeslas official channel."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","www.linkedin.com","https://www.linkedin.com/company/valent%C3%ADn-proteccion-integral","other","yes","yes","1","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/sobre-nosotros","first_party","yes","yes","2","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","www.todoenlaces.com","https://www.todoenlaces.com/valentin-proteccion-integral/","other","yes","yes","3","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/","first_party","yes","yes","4","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/autonomos","first_party","yes","yes","5","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/para/autonomos","first_party","yes","yes","6","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/como-te-ayudamos","first_party","yes","yes","7","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","www.valentinproteccionintegral.com","https://www.valentinproteccionintegral.com/seguros/decesos","first_party","yes","yes","8","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","www.crunchbase.com","https://www.crunchbase.com/organization/valent%C3%ADn-proteccion-integral","other","yes","yes","9","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/seguros/salud-individual","first_party","yes","yes","10","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/empresas","first_party","yes","yes","11","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/empresas/salud","first_party","yes","yes","12","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E02-A-PERPLEXITY","E02","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/empresas/ciberseguridad","first_party","yes","yes","13","Observed source supplied in Perplexity response; no enrichment performed."
"Z0-E03-A-CHATGPT","E03","A","ChatGPT","valentinproteccionintegral.com","https://valentinproteccionintegral.com/seguros","first_party","yes","yes","1","Observed source supplied in first-turn response."
"Z0-E03-A-CHATGPT","E03","A","ChatGPT","valentinproteccionintegral.com","https://valentinproteccionintegral.com/sobre-nosotros","first_party","yes","yes","2","Observed source supplied in first-turn response."
"Z0-E03-A-GOOGLE","E03","A","Google","valentinproteccionintegral.com","https://valentinproteccionintegral.com/","first_party","yes","yes","1","Observed source supplied in response; C012479234434D retained only as engine-observed claim."
"Z0-E03-A-GOOGLE","E03","A","Google","valentinproteccionintegral.com","https://valentinproteccionintegral.com/sobre-nosotros","first_party","yes","yes","2","Observed source supplied in response."
"Z0-E03-A-GOOGLE","E03","A","Google","www.dgsfp.mineco.es","https://www.dgsfp.mineco.es/es/Distribuidores/RegistroPublico/Paginas/rpd.aspx","other","yes","yes","3","Observed source supplied in response; not investigated or promoted to ground truth."
"Z0-E03-A-COPILOT","E03","A","Copilot","www.paginasamarillas.es","https://www.paginasamarillas.es/ficha/valentin-proteccion-integral/72295271S","other","yes","yes","1","Observed source supplied in response; not investigated or enriched."
"Z0-E03-A-COPILOT","E03","A","Copilot","www.segurcaixaadeslas.es","https://www.segurcaixaadeslas.es/agentes","other","yes","yes","2","Observed source supplied in response; not investigated or enriched."
"Z0-E03-A-COPILOT","E03","A","Copilot","valentinproteccionintegral.com","https://valentinproteccionintegral.com/","first_party","yes","yes","3","Observed source supplied in response."
"Z0-E03-A-PERPLEXITY","E03","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/","first_party","yes","yes","1","Observed source supplied in response; no investigation or enrichment performed."
"Z0-E03-A-PERPLEXITY","E03","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/sobre-nosotros","first_party","yes","yes","2","Observed source supplied in response; no investigation or enrichment performed."
"Z0-E03-A-PERPLEXITY","E03","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/en/about-us","first_party","yes","yes","3","Observed source supplied in response; no investigation or enrichment performed."
"Z0-E03-A-PERPLEXITY","E03","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/en/legal-notice","first_party","yes","yes","4","Observed source supplied in response; no investigation or enrichment performed."
"Z0-E03-A-PERPLEXITY","E03","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/como-te-ayudamos","first_party","yes","yes","5","Observed source supplied in response; no investigation or enrichment performed."
"Z0-E03-A-PERPLEXITY","E03","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/opiniones","first_party","yes","yes","6","Observed source supplied in response; no investigation or enrichment performed."
"Z0-E03-A-PERPLEXITY","E03","A","Perplexity","www.linkedin.com","https://www.linkedin.com/company/valent%C3%ADn-proteccion-integral","other","yes","yes","7","Observed source supplied in response; no investigation or enrichment performed."
"Z0-E03-A-PERPLEXITY","E03","A","Perplexity","www.todoenlaces.com","https://www.todoenlaces.com/valentin-proteccion-integral/","other","yes","yes","8","Observed source supplied in response; no investigation or enrichment performed."
"Z0-E03-A-PERPLEXITY","E03","A","Perplexity","dgsfp.mineco.gob.es","https://dgsfp.mineco.gob.es/","other","yes","yes","9","Observed source supplied in response; no investigation or enrichment performed."
"Z0-E04-A-CHATGPT","E04","A","ChatGPT","valentinproteccionintegral.com","https://valentinproteccionintegral.com/sobre-nosotros","first_party","yes","yes","1","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-CHATGPT","E04","A","ChatGPT","valentinproteccionintegral.com","https://valentinproteccionintegral.com/seguros?utm_source=chatgpt.com","first_party","yes","yes","2","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-CHATGPT","E04","A","ChatGPT","valentinproteccionintegral.com","https://valentinproteccionintegral.com/","first_party","yes","yes","3","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-CHATGPT","E04","A","ChatGPT","valentinproteccionintegral.com","https://valentinproteccionintegral.com/seguros","first_party","yes","yes","4","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-CHATGPT","E04","A","ChatGPT","valentinproteccionintegral.com","https://valentinproteccionintegral.com/zonas","first_party","yes","yes","5","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-CHATGPT","E04","A","ChatGPT","www.segurcaixaadeslas.es","https://www.segurcaixaadeslas.es/agentes/resultados/Madrid/Boadilla%20del%20Monte?postalCode=28660","other","yes","yes","6","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-CHATGPT","E04","A","ChatGPT","dgsfp.mineco.gob.es","https://dgsfp.mineco.gob.es/es/Distribuidores/PUI/Paginas/default.aspx?utm_source=chatgpt.com","other","yes","yes","7","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-GOOGLE","E04","A","Google","valentinproteccionintegral.com","https://valentinproteccionintegral.com/","first_party","yes","yes","1","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-GOOGLE","E04","A","Google","valentinproteccionintegral.com","https://valentinproteccionintegral.com/sobre-nosotros","first_party","yes","yes","2","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-GOOGLE","E04","A","Google","valentinproteccionintegral.com","https://valentinproteccionintegral.com/zonas/boadilla-del-monte","first_party","yes","yes","3","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-GOOGLE","E04","A","Google","valentinproteccionintegral.com","https://valentinproteccionintegral.com/zonas/pozuelo-de-alarcon","first_party","yes","yes","4","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","www.crunchbase.com","https://www.crunchbase.com/organization/valent%C3%ADn-protecci%C3%B3n-integral","other","yes","yes","1","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","www.todoenlaces.com","https://www.todoenlaces.com/valentin-proteccion-integral/","other","yes","yes","2","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/sobre-nosotros","first_party","yes","yes","3","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/en/about-us","first_party","yes","yes","4","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/","first_party","yes","yes","5","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/seguros/mascotas","first_party","yes","yes","6","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/seguros/decesos","first_party","yes","yes","7","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/como-te-ayudamos","first_party","yes","yes","8","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","www.linkedin.com","https://www.linkedin.com/posts/sebasti%C3%A1n-sifontes-valent%C3%ADn-752665187_a-small-milestone-for-valent%C3%ADn-protecci%C3%B3n-activity-7496166003567955968-xn2V","other","yes","yes","9","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","www.linkedin.com","https://www.linkedin.com/in/sebasti%C3%A1n-sifontes-valent%C3%ADn-752665187","other","yes","yes","10","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/zonas/majadahonda","first_party","yes","yes","11","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/zonas/las-rozas","first_party","yes","yes","12","Observed source supplied in literal response; no investigation or enrichment performed."
"Z0-E04-A-PERPLEXITY","E04","A","Perplexity","valentinproteccionintegral.com","https://valentinproteccionintegral.com/opiniones","first_party","yes","yes","13","Observed source supplied in literal response; no investigation or enrichment performed."
